# Onda Corporation
# Hydrophone Calibration Data
#
Calibration_DATE	21-Jul-2023
#
# Hydrophone description
HYD_MFG	Onda
HYD_MODEL	HNA
HYD_APERTURE_NOM_UM	0400
HYD_SN	1344
HYD_POLARITY	Positive
#
# Attenuator description
ATTEN_MFG	ONDA
ATTEN_MODEL	ATH-2000
ATTEN_SN	1039
ATTEN_GAIN_NOM_DB	-20
ATTEN_BW_MHZ	100
ATTEN_OUTPUT_IMP_NOM_OHMS	50
#
# External preamplifier description
AMP_MFG	ONDA
AMP_MODEL	AH-2010-100
AMP_SN	2040
AMP_GAIN_NOM_DB	20
AMP_BW_MHZ	100
AMP_OUTPUT_IMP_NOM_OHMS	50
#
# Cable/adaptor between hydrophone and preamplifier
CA_BWT_HYD_AMP	NONE
#
# Environment
ELECTRICAL_LOAD	50Ohms
SOFTWARE_VERSION	1.0.8.0
SYSTEM_SETTING	OndaCombineCal.exe
WATER_TEMP_DEGC	23.50
WATER_RESISTIVITY_MOHMS-CM	7.5
#
# Calibration data
# Freq(MHz) Sens(dB re. 1V/uPa) Sens(V/Pa) Sens(V^2cm^2/W)
#
DATA_FIELDS	4
DATA_FIELD	FREQ_MHZ
DATA_FIELD	SENS_DB
DATA_FIELD	SENS_VPERPA
DATA_FIELD	SENS_V2CM2PERW
# End of file header
HEADER_END	0
1.000	-261.04	8.871E-008	1.181E-004
1.050	-262.08	7.875E-008	9.302E-005
1.100	-261.67	8.254E-008	1.022E-004
1.150	-260.20	9.768E-008	1.431E-004
1.200	-260.70	9.221E-008	1.275E-004
1.250	-261.12	8.792E-008	1.160E-004
1.300	-260.54	9.392E-008	1.323E-004
1.350	-260.15	9.828E-008	1.449E-004
1.400	-260.31	9.645E-008	1.395E-004
1.450	-260.48	9.459E-008	1.342E-004
1.500	-260.18	9.794E-008	1.439E-004
1.550	-259.85	1.018E-007	1.553E-004
1.600	-259.60	1.047E-007	1.644E-004
1.650	-259.27	1.088E-007	1.775E-004
1.700	-259.24	1.091E-007	1.786E-004
1.750	-259.45	1.065E-007	1.701E-004
1.800	-259.51	1.058E-007	1.678E-004
1.850	-259.15	1.103E-007	1.824E-004
1.900	-258.34	1.210E-007	2.197E-004
1.950	-258.26	1.222E-007	2.241E-004
2.000	-258.75	1.155E-007	2.001E-004
2.050	-259.07	1.113E-007	1.857E-004
2.100	-258.50	1.188E-007	2.117E-004
2.150	-257.79	1.290E-007	2.497E-004
2.200	-257.79	1.290E-007	2.497E-004
2.250	-258.40	1.202E-007	2.168E-004
2.300	-258.34	1.210E-007	2.197E-004
2.350	-257.59	1.320E-007	2.613E-004
2.400	-257.47	1.339E-007	2.688E-004
2.450	-257.95	1.267E-007	2.407E-004
2.500	-257.79	1.289E-007	2.492E-004
2.550	-257.36	1.355E-007	2.755E-004
2.600	-257.26	1.371E-007	2.818E-004
2.650	-257.54	1.327E-007	2.640E-004
2.700	-257.80	1.288E-007	2.489E-004
2.750	-257.42	1.345E-007	2.715E-004
2.800	-256.93	1.423E-007	3.039E-004
2.850	-256.89	1.430E-007	3.069E-004
2.900	-257.21	1.379E-007	2.853E-004
2.950	-257.35	1.357E-007	2.762E-004
3.000	-257.08	1.399E-007	2.936E-004
3.050	-256.76	1.452E-007	3.162E-004
3.100	-256.77	1.451E-007	3.158E-004
3.150	-256.99	1.413E-007	2.997E-004
3.200	-256.92	1.426E-007	3.050E-004
3.250	-256.79	1.447E-007	3.142E-004
3.300	-256.87	1.434E-007	3.084E-004
3.350	-256.67	1.467E-007	3.228E-004
3.400	-256.54	1.490E-007	3.330E-004
3.450	-256.68	1.466E-007	3.223E-004
3.500	-256.75	1.454E-007	3.171E-004
3.550	-256.73	1.458E-007	3.187E-004
3.600	-256.53	1.492E-007	3.337E-004
3.650	-256.40	1.514E-007	3.438E-004
3.700	-256.52	1.493E-007	3.345E-004
3.750	-256.62	1.476E-007	3.269E-004
3.800	-256.50	1.497E-007	3.360E-004
3.850	-256.37	1.519E-007	3.461E-004
3.900	-256.35	1.522E-007	3.473E-004
3.950	-256.40	1.514E-007	3.440E-004
4.000	-256.46	1.503E-007	3.387E-004
4.050	-256.45	1.504E-007	3.395E-004
4.100	-256.43	1.509E-007	3.415E-004
4.150	-256.50	1.495E-007	3.355E-004
4.200	-256.48	1.500E-007	3.375E-004
4.250	-256.34	1.524E-007	3.484E-004
4.300	-256.31	1.529E-007	3.508E-004
4.350	-256.48	1.500E-007	3.374E-004
4.400	-256.66	1.468E-007	3.235E-004
4.450	-256.53	1.492E-007	3.338E-004
4.500	-256.35	1.523E-007	3.479E-004
4.550	-256.39	1.516E-007	3.446E-004
4.600	-256.43	1.508E-007	3.409E-004
4.650	-256.39	1.516E-007	3.445E-004
4.700	-256.30	1.531E-007	3.515E-004
4.750	-256.27	1.536E-007	3.539E-004
4.800	-256.30	1.532E-007	3.518E-004
4.850	-256.27	1.536E-007	3.539E-004
4.900	-256.26	1.538E-007	3.547E-004
4.950	-256.37	1.518E-007	3.457E-004
5.000	-256.42	1.511E-007	3.424E-004
5.050	-256.42	1.510E-007	3.420E-004
5.100	-256.48	1.500E-007	3.376E-004
5.150	-256.50	1.497E-007	3.359E-004
5.200	-256.51	1.494E-007	3.347E-004
5.250	-256.50	1.496E-007	3.359E-004
5.300	-256.47	1.501E-007	3.379E-004
5.350	-256.48	1.500E-007	3.375E-004
5.400	-256.45	1.505E-007	3.399E-004
5.450	-256.41	1.512E-007	3.431E-004
5.500	-256.39	1.516E-007	3.447E-004
5.550	-256.32	1.527E-007	3.499E-004
5.600	-256.29	1.534E-007	3.528E-004
5.650	-256.27	1.537E-007	3.544E-004
5.700	-256.29	1.533E-007	3.524E-004
5.750	-256.33	1.526E-007	3.491E-004
5.800	-256.30	1.532E-007	3.519E-004
5.850	-256.30	1.532E-007	3.519E-004
5.900	-256.34	1.524E-007	3.482E-004
5.950	-256.37	1.518E-007	3.458E-004
6.000	-256.35	1.523E-007	3.478E-004
6.050	-256.23	1.544E-007	3.576E-004
6.100	-256.17	1.554E-007	3.621E-004
6.150	-256.09	1.569E-007	3.692E-004
6.200	-256.03	1.580E-007	3.742E-004
6.250	-256.01	1.584E-007	3.763E-004
6.300	-255.94	1.595E-007	3.818E-004
6.350	-255.91	1.602E-007	3.848E-004
6.400	-255.90	1.603E-007	3.856E-004
6.450	-255.81	1.620E-007	3.938E-004
6.500	-255.76	1.629E-007	3.982E-004
6.550	-255.76	1.630E-007	3.986E-004
6.600	-255.70	1.641E-007	4.038E-004
6.650	-255.70	1.641E-007	4.038E-004
6.700	-255.75	1.631E-007	3.990E-004
6.750	-255.75	1.632E-007	3.994E-004
6.800	-255.73	1.635E-007	4.011E-004
6.850	-255.68	1.645E-007	4.059E-004
6.900	-255.67	1.646E-007	4.063E-004
6.950	-255.64	1.651E-007	4.089E-004
7.000	-255.60	1.660E-007	4.133E-004
7.050	-255.62	1.656E-007	4.115E-004
7.100	-255.61	1.658E-007	4.124E-004
7.150	-255.60	1.659E-007	4.129E-004
7.200	-255.63	1.655E-007	4.107E-004
7.250	-255.45	1.688E-007	4.272E-004
7.300	-255.41	1.696E-007	4.317E-004
7.350	-255.41	1.695E-007	4.312E-004
7.400	-255.30	1.718E-007	4.426E-004
7.450	-255.20	1.738E-007	4.531E-004
7.500	-255.20	1.738E-007	4.530E-004
7.550	-255.24	1.729E-007	4.484E-004
7.600	-255.31	1.716E-007	4.419E-004
7.650	-255.31	1.717E-007	4.420E-004
7.700	-255.35	1.709E-007	4.379E-004
