# Onda Corporation
# Hydrophone Calibration Data
#
Calibration_DATE	01-Aug-2014
#
# Hydrophone description
HYD_MFG	ONDA
HYD_MODEL	HNC
HYD_APERTURE_NOM_UM	0200
HYD_SN	1177
HYD_POLARITY	Positive
#
# External preamplifier description
AMP_MFG	ONDA
AMP_MODEL	AH-2010
AMP_SN	1477
AMP_GAIN_NOM_DB	20
AMP_BW_MHZ	25
AMP_OUTPUT_IMP_NOM_OHMS	50
#
# Cable/adaptor between hydrophone and preamplifier
CA_BWT_HYD_AMP	AR-AMAF
#
# Environment
ELECTRICAL_LOAD	50Ohms
SOFTWARE_VERSION	1.0.8.0
SYSTEM_SETTING	OndaCombineCal.exe
WATER_TEMP_DEGC	23.40
WATER_RESISTIVITY_MOHMS-CM	3.5
#
# Calibration data
# Freq(MHz) Sens(dB re. 1V/uPa) Sens(V/Pa) Sens(V^2cm^2/W)
#
DATA_FIELDS	4
DATA_FIELD	FREQ_MHZ
DATA_FIELD	SENS_DB
DATA_FIELD	SENS_VPERPA
DATA_FIELD	SENS_V2CM2PERW
# End of file header
HEADER_END	0
1.000	-252.24	2.443E-007	8.949E-004
1.050	-252.35	2.412E-007	8.724E-004
1.100	-253.17	2.196E-007	7.236E-004
1.150	-253.09	2.215E-007	7.361E-004
1.200	-251.96	2.522E-007	9.544E-004
1.250	-251.91	2.537E-007	9.655E-004
1.300	-251.91	2.537E-007	9.652E-004
1.350	-252.22	2.449E-007	8.995E-004
1.400	-251.61	2.628E-007	1.036E-003
1.450	-250.77	2.895E-007	1.257E-003
1.500	-251.31	2.719E-007	1.109E-003
1.550	-252.43	2.391E-007	8.573E-004
1.600	-251.19	2.758E-007	1.141E-003
1.650	-250.51	2.983E-007	1.335E-003
1.700	-251.25	2.740E-007	1.126E-003
1.750	-251.51	2.659E-007	1.060E-003
1.800	-250.75	2.900E-007	1.262E-003
1.850	-250.40	3.020E-007	1.368E-003
1.900	-250.82	2.876E-007	1.241E-003
1.950	-250.85	2.869E-007	1.235E-003
2.000	-250.67	2.928E-007	1.286E-003
2.050	-250.50	2.985E-007	1.337E-003
2.100	-250.03	3.150E-007	1.488E-003
2.150	-249.00	3.547E-007	1.887E-003
2.200	-250.32	3.048E-007	1.394E-003
2.250	-251.25	2.737E-007	1.124E-003
2.300	-248.74	3.656E-007	2.005E-003
2.350	-248.39	3.805E-007	2.172E-003
2.400	-251.26	2.736E-007	1.123E-003
2.450	-250.21	3.087E-007	1.430E-003
2.500	-248.16	3.909E-007	2.292E-003
2.550	-248.43	3.787E-007	2.151E-003
2.600	-250.54	2.971E-007	1.324E-003
2.650	-249.14	3.491E-007	1.828E-003
2.700	-248.31	3.841E-007	2.213E-003
2.750	-248.98	3.557E-007	1.898E-003
2.800	-249.12	3.501E-007	1.839E-003
2.850	-248.72	3.666E-007	2.016E-003
2.900	-248.78	3.640E-007	1.987E-003
2.950	-248.76	3.649E-007	1.997E-003
3.000	-248.50	3.759E-007	2.120E-003
3.050	-248.24	3.872E-007	2.249E-003
3.100	-248.35	3.822E-007	2.191E-003
3.150	-248.51	3.756E-007	2.116E-003
3.200	-248.17	3.903E-007	2.285E-003
3.250	-247.91	4.022E-007	2.426E-003
3.300	-247.79	4.081E-007	2.498E-003
3.350	-247.79	4.079E-007	2.496E-003
3.400	-247.83	4.059E-007	2.472E-003
3.450	-247.87	4.042E-007	2.450E-003
3.500	-247.67	4.135E-007	2.565E-003
3.550	-247.56	4.187E-007	2.630E-003
3.600	-247.58	4.177E-007	2.617E-003
3.650	-247.37	4.281E-007	2.749E-003
3.700	-247.29	4.319E-007	2.797E-003
3.750	-247.30	4.313E-007	2.791E-003
3.800	-247.13	4.401E-007	2.905E-003
3.850	-247.04	4.445E-007	2.964E-003
3.900	-247.09	4.421E-007	2.931E-003
3.950	-247.11	4.413E-007	2.921E-003
4.000	-246.99	4.474E-007	3.003E-003
4.050	-246.80	4.569E-007	3.131E-003
4.100	-246.80	4.569E-007	3.131E-003
4.150	-246.65	4.651E-007	3.244E-003
4.200	-246.60	4.675E-007	3.278E-003
4.250	-246.56	4.699E-007	3.311E-003
4.300	-246.51	4.726E-007	3.350E-003
4.350	-246.43	4.770E-007	3.413E-003
4.400	-246.36	4.807E-007	3.466E-003
4.450	-246.43	4.770E-007	3.413E-003
4.500	-246.42	4.773E-007	3.418E-003
4.550	-246.32	4.830E-007	3.500E-003
4.600	-246.22	4.889E-007	3.586E-003
4.650	-246.14	4.930E-007	3.646E-003
4.700	-246.12	4.941E-007	3.662E-003
4.750	-246.09	4.959E-007	3.688E-003
4.800	-246.09	4.958E-007	3.688E-003
4.850	-246.17	4.917E-007	3.627E-003
4.900	-246.12	4.944E-007	3.667E-003
4.950	-245.97	5.030E-007	3.795E-003
5.000	-245.86	5.091E-007	3.888E-003
5.050	-245.78	5.141E-007	3.965E-003
5.100	-245.71	5.184E-007	4.031E-003
5.150	-245.67	5.204E-007	4.062E-003
5.200	-245.62	5.238E-007	4.116E-003
5.250	-245.65	5.217E-007	4.082E-003
5.300	-245.59	5.251E-007	4.136E-003
5.350	-245.61	5.239E-007	4.118E-003
5.400	-245.69	5.192E-007	4.043E-003
5.450	-245.62	5.238E-007	4.115E-003
5.500	-245.47	5.325E-007	4.254E-003
5.550	-245.54	5.286E-007	4.191E-003
5.600	-245.53	5.291E-007	4.199E-003
5.650	-245.50	5.307E-007	4.224E-003
5.700	-245.53	5.293E-007	4.203E-003
5.750	-245.58	5.259E-007	4.148E-003
5.800	-245.49	5.312E-007	4.233E-003
5.850	-245.53	5.289E-007	4.197E-003
5.900	-245.63	5.227E-007	4.099E-003
5.950	-245.54	5.287E-007	4.192E-003
6.000	-245.47	5.325E-007	4.253E-003
6.050	-245.53	5.293E-007	4.203E-003
6.100	-245.47	5.325E-007	4.253E-003
6.150	-245.38	5.384E-007	4.349E-003
6.200	-245.44	5.343E-007	4.282E-003
6.250	-245.45	5.342E-007	4.280E-003
6.300	-245.39	5.374E-007	4.332E-003
6.350	-245.42	5.355E-007	4.302E-003
6.400	-245.35	5.404E-007	4.380E-003
6.450	-245.38	5.384E-007	4.348E-003
6.500	-245.42	5.357E-007	4.305E-003
6.550	-245.40	5.373E-007	4.330E-003
6.600	-245.43	5.350E-007	4.293E-003
6.650	-245.42	5.358E-007	4.307E-003
6.700	-245.39	5.378E-007	4.339E-003
6.750	-245.38	5.384E-007	4.349E-003
6.800	-245.44	5.343E-007	4.283E-003
6.850	-245.60	5.251E-007	4.135E-003
6.900	-245.64	5.223E-007	4.093E-003
6.950	-245.67	5.206E-007	4.066E-003
7.000	-245.76	5.151E-007	3.980E-003
7.050	-245.75	5.156E-007	3.987E-003
7.100	-245.64	5.223E-007	4.092E-003
7.150	-245.58	5.262E-007	4.153E-003
7.200	-245.56	5.270E-007	4.166E-003
7.250	-245.48	5.319E-007	4.243E-003
7.300	-245.30	5.432E-007	4.426E-003
7.350	-245.19	5.499E-007	4.535E-003
7.400	-245.15	5.526E-007	4.580E-003
7.450	-245.08	5.573E-007	4.659E-003
7.500	-245.08	5.569E-007	4.652E-003
7.550	-245.16	5.518E-007	4.568E-003
7.600	-245.24	5.469E-007	4.487E-003
7.650	-245.34	5.408E-007	4.387E-003
7.700	-245.42	5.359E-007	4.307E-003
7.750	-245.54	5.287E-007	4.193E-003
7.800	-245.59	5.256E-007	4.144E-003
7.850	-245.58	5.262E-007	4.154E-003
7.900	-245.70	5.188E-007	4.038E-003
7.950	-245.83	5.114E-007	3.923E-003
8.000	-245.84	5.104E-007	3.908E-003
8.050	-245.80	5.127E-007	3.943E-003
8.100	-245.81	5.125E-007	3.940E-003
8.150	-245.85	5.101E-007	3.902E-003
8.200	-245.86	5.091E-007	3.888E-003
8.250	-245.78	5.138E-007	3.959E-003
8.300	-245.91	5.066E-007	3.849E-003
8.350	-246.06	4.978E-007	3.717E-003
8.400	-246.05	4.983E-007	3.724E-003
8.450	-246.03	4.994E-007	3.741E-003
8.500	-246.04	4.987E-007	3.731E-003
8.550	-246.13	4.939E-007	3.659E-003
8.600	-246.24	4.873E-007	3.562E-003
8.650	-246.33	4.827E-007	3.495E-003
8.700	-246.47	4.748E-007	3.382E-003
8.750	-246.52	4.719E-007	3.340E-003
8.800	-246.65	4.651E-007	3.244E-003
8.850	-246.73	4.607E-007	3.183E-003
8.900	-246.71	4.619E-007	3.200E-003
8.950	-246.70	4.622E-007	3.205E-003
9.000	-246.66	4.645E-007	3.237E-003
9.050	-246.58	4.689E-007	3.299E-003
